"","amines_Phenylethylamine","amines_Putrescine","amino-acids_Glycyl-LGlutamicAcid","amino-acids_L-Arginine","amino-acids_L-Asparagine","amino-acids_L-Serine","amino-acids_L-Threonine","amino-acids_LPhenylalanine","amino-acids_gamma-AminoButyricAcid","carbohydrates_Beta-Methyl-DGlucoside","carbohydrates_D,L-alphaGlycerolPhosphate","carbohydrates_D-Cellobiose","carbohydrates_D-GalactonicAcidgamma-Lactone","carbohydrates_D-Mannitol","carbohydrates_D-Xylose","carbohydrates_Glucose-1-Phosphate","carbohydrates_N-Acetyl-DGlucosamine","carbohydrates_alpha-D-Lactose","carbohydrates_i-Erythritol","carboxylicacids_D-MalicAcid","carboxylicacids_DGalacturonicAcid","carboxylicacids_DGlucosaminicAcid","carboxylicacids_ItaconicAcid","carboxylicacids_PyruvicAcidMethylEster","carboxylicacids_alpha-KetoButyricAcid","phenoliccompound_2-HydroxyBenzoicAcid","phenoliccompound_4-HydroxyBenzoicAcid","polymers_Glycogen","polymers_Tween40","polymers_Tween80","polymers_alpha-Cyclodextrin"
"AxB_d5_t1_1",2.22133333366667,1.10333333366667,1.25400000033333,2.250666667,2.02833333366667,1.876666667,2.323666667,2.53800000033333,1.67433333366667,0.519333333666667,0.657666667,1.00833333366667,1.12900000033333,2.362666667,2.320666667,0,2.34100000033333,1.173666667,0.646000000333333,1.726666667,2.473666667,1.67700000033333,0.941333333666667,2.21633333366667,1.42833333366667,1.30333333366667,2.14000000033333,1.02100000033333,2.401666667,2.55333333366667,0.446666667
"AxB_d5_t1_2",2.73900000033333,1.41800000033333,1.29133333366667,2.31533333366667,2.114666667,1.908666667,2.367666667,2.67500000033333,1.64433333366667,0.168333333666667,0.691333333666667,1.87133333366667,1.16933333366667,2.57200000033333,2.42700000033333,0.002777778,2.36633333366667,1.692666667,1.02100000033333,1.685666667,2.365666667,1.559666667,0.823000000333333,2.01133333366667,1.60300000033333,1.175666667,2.297666667,0.973333333666667,2.41133333366667,2.46933333366667,0.603666667
"AxB_d5_t1_3",2.30666666633333,1.155333333,1.27199999966667,2.27699999966667,2.02099999966667,1.93799999966667,2.23299999966667,2.57199999966667,1.88266666633333,0.810666666333333,0.683999999666667,1.606333333,1.12999999966667,2.39199999966667,2.11699999966667,0.013333333,2.43299999966667,0.151999999666667,0.572666666333333,1.85199999966667,2.41966666633333,1.696333333,0.805999999666667,2.11766666633333,1.50099999966667,1.536333333,2.05999999966667,1.474333333,2.40099999966667,2.500333333,0.671333333
"AxB_d5_t1_4",2.324,1.402,1.101,2.298,1.98166666666667,1.79466666666667,2.21566666666667,2.397,1.86933333333333,0.0353333333333333,0.733999999666667,1.25566666666667,1.08133333333333,2.434,2.091,0.0106666666666667,2.30233333333333,0.948333333333333,0.213,1.63733333333333,2.24466666666667,1.75333333333333,0.771333333333333,2.19233333333333,1.452,1.86833333333333,2.34766666666667,1.26133333333333,2.51266666666667,2.48233333333333,0.874666666666667
"AxB_d5_t30_1",2.30400000033333,1.36133333366667,0.409333333666667,2.418666667,2.64633333366667,2.22700000033333,1.80733333366667,2.46233333366667,1.771666667,0.005777778,0.460777778,0.163000000333333,0.988333333666667,2.859666667,0,0,2.02500000033333,0.0610000003333333,0.0481111113333333,1.895666667,1.431666667,1.58100000033333,0.840333333666667,1.82333333366667,1.065666667,0,1.946666667,0.582666667,2.23500000033333,2.522666667,0.330666667
"AxB_d5_t30_2",1.223666667,1.109666667,0.506,0.790000000333333,2.53600000033333,0.774000000333333,1.585666667,1.81900000033333,1.888666667,0.0235555556666667,0.589,0.227333333666667,1.017777778,2.46100000033333,0,0.0315555556666667,0.878000000333333,0.094666667,0.00155555566666667,1.95366666666667,2.21300000033333,1.830666667,0.789333333666667,1.761666667,1.28800000033333,0,2.193666667,0.181000000333333,2.187,2.620666667,0
"AxB_d5_t30_3",1.248,1.468,0.744333333333333,1.85533333333333,2.26766666666667,2.03333333333333,1.78466666666667,1.52066666666667,2.23666666666667,0,0.56,0.76,1.11933333333333,2.647,0,0,1.99666666666667,0.127333333333333,0.093,1.76166666666667,1.709,2.05633333333333,0.477666666666667,2.12366666666667,1.21066666666667,0,1.705,0.488,2.25166666666667,2.57733333333333,0.447333333333333
"AxB_d5_t30_4",1.69266666666667,1.30866666666667,0.436000000333333,2.355,2.29366666666667,2.27033333333333,2.199,1.58566666666667,2.02333333333333,0.006777778,0.323000000333333,0.629666666666667,0.929666667,2.547,0,0,1.655,0.0215555556666667,0.0986666666666667,1.638666667,2.02133333333333,1.943,0.621333333333333,1.65066666666667,0.988333333333333,0.052888889,1.63433333333333,0.590333333333333,2.322666667,2.38666666666667,0.227
"AxB_d5_t5_1",2.489,1.05333333333333,1.18133333333333,2.14066666666667,2.08866666666667,1.94166666666667,2.091,2.89433333333333,1.99866666666667,0.456333333333333,0.579333333333333,0.214,1.23733333333333,2.593,1.98166666666667,0.00166666666666667,2.11766666666667,0.065,0.0866666666666667,1.826,2.075,1.896,0.971666666666667,2.589,0.968666666666667,0.00933333333333333,1.97866666666667,1.08766666666667,2.61066666666667,2.536,0.424666666666667
"AxB_d5_t5_2",2.79433333333333,1.37033333333333,0.942333333333333,2.16666666666667,1.92533333333333,1.99866666666667,2.261,2.828,1.795,1.108,0.56,0.181333333333333,1.15433333333333,2.58133333333333,2.107,0,2.39733333333333,0.812,0.0643333333333333,1.79266666666667,2.151,1.686,0.875,2.378,0.964333333333333,1.15933333333333,1.53733333333333,1.08,2.37133333333333,2.48866666666667,0.424333333333333
"AxB_d5_t5_3",2.11433333333333,1.45366666666667,1.13533333333333,2.11433333333333,1.99933333333333,1.93833333333333,2.27833333333333,2.73266666666667,1.89066666666667,0.599333333333333,0.503,1.447,1.121,2.66233333333333,2.29033333333333,0.002,2.24333333333333,0.960333333333333,0.126333333333333,1.887,2.16533333333333,1.79533333333333,0.834333333333333,2.3,1.06466666666667,0.998333333333333,1.66666666666667,1.30433333333333,2.35333333333333,2.561,0.403666666666667
