,Time,A_AxB,B_AxB
0,1,2.5886241641111942,2.969603911867712
1,5,2.8817249551471606,2.8628450364024416
2,15,2.531163987264958,2.735676040905891
3,30,2.9474683241432653,3.520472385813336
