,Time,A_AxB,B_AxB
0,1,0.03200816214634004,0.04184913255198464
1,5,0.04577082677022332,0.04486456288809645
2,15,0.04049243552872723,0.044852355432356994
3,30,0.060274849798167454,0.04681460556587885
