,Time,A_AxB,B_AxB
0,1,0.11562770514725873,0.15837084828887732
1,5,0.14887346782531213,0.1626020654995353
2,15,0.14484568500752393,0.16719717381217525
3,30,0.18438996568076166,0.1767625830459599
