,Time,B_BxC,C_BxC
0,1,0.800404875350384,0.6245341323457838
1,5,0.7844949078757254,0.591393617328361
2,15,0.859351400544508,0.5700162160566974
3,30,0.8002621478678386,0.6052757290328211
