,Time,A_AxB,B_AxB
0,1,0.40059129542776034,0.1812345372101723
1,5,0.3486911837315095,0.28577552162055914
2,15,0.3619000825992578,0.43671518365468853
3,30,0.334789113824143,0.4014823581946179
