,Time,A_AxB,B_AxB
0,1,0.722367736239407,0.6634089756527384
1,5,0.7007643550988589,0.6892452472333165
2,15,0.6972628312311299,0.7136693478488474
3,30,0.7076484184903504,0.7343896115517013
