,Time,A_AxB,B_AxB
0,1,0.00958233823110557,0.022422222489102896
1,5,0.012987189550123733,0.02790786997165671
2,15,0.04861227893898471,0.051591005432723755
3,30,0.023135453749542817,0.10419689241900809
