,Time,A_AxB,B_AxB
0,1,0.15532320926948168,0.19776435362876651
1,5,0.1662990249062008,0.20217814661313377
2,15,0.28144226175565,0.25036547722433117
3,30,0.22343282977635512,0.3007874040152185
