,Time,A_AxC,C_AxC
0,1,0.14964123862678,0.19920887387654052
1,5,0.19881258360571097,0.2042992799131177
2,15,0.19846556808691615,0.18726842982665257
3,30,0.22483056693986028,0.1968138288445777
