,Time,A_AxC,C_AxC
0,1,2.9723714305577356,4.417473787330158
1,5,4.165897210250255,6.074123096130036
2,15,3.6780518486430442,3.7749471073515615
3,30,3.759936098963781,3.7736926701116422
