,Time,A_AxC,C_AxC
0,1,0.04032258064516129,0.024193548387096774
1,5,0.024193548387096774,0.008064516129032258
2,15,0.03225806451612903,0.03225806451612903
3,30,0.04838709677419355,0.04865591397849462
