,Time,A_AxC,C_AxC
0,1,0.15810252256125212,0.08148494402601757
1,5,0.1696438962496001,0.08322158574733368
2,15,0.2403273125738115,0.1266892632194716
3,30,0.18097850390162776,0.12948826967526925
