,Time,A_AxC,C_AxC
0,1,0.7628552315384556,0.2919831200365201
1,5,0.6863211225974184,0.2589512917453042
2,15,0.6726957257426075,0.33797139681646643
3,30,0.6394422881982708,0.2588623030797375
