"","amines_Phenylethylamine","amines_Putrescine","amino-acids_Glycyl-LGlutamicAcid","amino-acids_L-Arginine","amino-acids_L-Asparagine","amino-acids_L-Serine","amino-acids_L-Threonine","amino-acids_LPhenylalanine","amino-acids_gamma-AminoButyricAcid","carbohydrates_Beta-Methyl-DGlucoside","carbohydrates_D,L-alphaGlycerolPhosphate","carbohydrates_D-Cellobiose","carbohydrates_D-GalactonicAcidgamma-Lactone","carbohydrates_D-Mannitol","carbohydrates_D-Xylose","carbohydrates_Glucose-1-Phosphate","carbohydrates_N-Acetyl-DGlucosamine","carbohydrates_alpha-D-Lactose","carbohydrates_i-Erythritol","carboxylicacids_D-MalicAcid","carboxylicacids_DGalacturonicAcid","carboxylicacids_DGlucosaminicAcid","carboxylicacids_ItaconicAcid","carboxylicacids_PyruvicAcidMethylEster","carboxylicacids_alpha-KetoButyricAcid","phenoliccompound_2-HydroxyBenzoicAcid","phenoliccompound_4-HydroxyBenzoicAcid","polymers_Glycogen","polymers_Tween40","polymers_Tween80","polymers_alpha-Cyclodextrin"
"A_d1_t15_1",1.994333333,1.71799999966667,0.427999999666667,1.86666666633333,1.899333333,0.801222222,0.981333333,1.38266666633333,2.508333333,0.680444444333333,0.0234444443333333,0.505888888666667,0.544999999666667,1.04199999966667,0.004111111,0.484888888666667,1.21866666633333,0.028333333,0.000777777666666667,0.721666666333333,1.26766666633333,0.696333333,1.13499999966667,1.654333333,0.909999999666667,0.162777777666667,1.419333333,0.002222222,1.84599999966667,1.53866666633333,0.024222222
"A_d1_t15_2",2.08100000033333,1.63300000033333,0.125333333666667,2.171666667,2.21200000033333,0.756666667,0.894333333666667,1.38233333366667,2.52633333366667,0.002888889,0.206111111333333,0.526666667,0.958666667,1.80700000033333,0.438777778,0.0224444446666667,1.431666667,0.009333333,0.000888889,1.000666667,1.22900000033333,1.62933333366667,1.852666667,1.495666667,0.837666667,0,1.84500000033333,0.0115555556666667,2.08000000033333,2.00033333366667,0.0195555553333333
"A_d1_t15_3",1.40399999966667,1.586333333,0.179999999666667,1.55099999966667,2.25166666633333,0.292666666333333,1.025333333,0.920333333,2.84966666633333,0.348888888666667,0.213999999666667,0.0146666663333333,0.971666666333333,1.261333333,0.450777777666667,0.327999999666667,1.39966666633333,0.019222222,0.00377777766666667,1.32799999966667,1.58499999966667,0.816666666333333,1.68299999966667,1.44699999966667,0.807999999666667,0.037111111,1.84266666633333,0.0328888886666667,1.83599999966667,1.70099999966667,0.0725555553333333
"A_d1_t15_4",0.496333333,1.262222222,0.417333333,2.024333333,1.96566666633333,0.226999999666667,0.879333333,1.27466666633333,1.736333333,1.06299999966667,0.373333333,1.274222222,0.382999999666667,1.53599999966667,0.251444444333333,0.131888888666667,1.15599999966667,0.288777777666667,0.014111111,1.357333333,1.215333333,0.869999999666667,1.93399999966667,1.562333333,0.682999999666667,0.106777777666667,1.647333333,0.321555555333333,2.281333333,1.86766666633333,0
"A_d1_t1_1",2.15966666633333,1.754333333,0.513666666333333,2.08966666633333,2.072333333,0.880666666333333,1.250333333,1.62266666633333,2.32866666633333,0.00255555533333333,0.637333333,2.30366666633333,1.04399999966667,2.13499999966667,2.38966666633333,0.0125555553333333,2.487333333,0.433333333,0.598333333,1.84199999966667,1.75199999966667,2.17599999966667,2.048333333,1.99299999966667,0.995666666333333,0.345888888666667,2.32399999966667,0.472333333,2.237333333,2.00499999966667,0.133333333
"A_d1_t1_2",1.97999999966667,1.724,0.782666666333333,1.863333333,1.99766666633333,1.527333333,0.970666666333333,1.71066666633333,2.728333333,0.046,0.746666666333333,2.22999999966667,1.38199999966667,2.04166666633333,1.99199999966667,1.70699999966667,1.78066666633333,0.222555555333333,0.197777777666667,1.794333333,1.902333333,1.927333333,2.06599999966667,1.69466666666667,0.779999999666667,1.62599999966667,2.41966666633333,0.495555555333333,2.24699999966667,2.006333333,0.078222222
"A_d1_t1_3",2.00966666666667,1.69599999966667,0.318666666666667,1.98233333333333,1.74733333333333,1.745,1.52133333333333,1.92833333333333,2.67666666666667,0.0427777776666667,0.964,1.27633333333333,1.243,2.274,0.968666666666667,0.515,2.15233333333333,0,0.594666666666667,1.599,1.64666666666667,2.17666666666667,2.02666666666667,1.87466666633333,1.397,1.388,1.974,0,2.29533333333333,2.44766666666667,0.170333333333333
"A_d1_t1_4",2.374333333,1.69699999966667,0.793666666333333,2.22599999966667,2.10199999966667,2.03299999966667,1.07599999966667,2.23299999966667,2.48899999966667,0.383333333,1.10799999966667,1.215333333,1.05166666633333,2.45099999966667,2.323333333,2.03099999966667,2.56399999966667,0.503111111,0.846666666333333,1.97566666633333,1.80399999966667,1.77099999966667,2.04866666633333,1.85999999966667,1.094333333,1.108222222,2.09799999966667,0.0365555553333333,2.403333333,2.128333333,0.293999999666667
"A_d1_t30_1",1.80133333366667,1.203666667,0.172666667,1.22933333366667,2.11100000033333,1.05300000033333,1.13300000033333,1.72900000033333,1.412666667,0.502111111333333,0,0.823111111333333,0.620000000333333,2.27000000033333,0.710333333666667,0.002888889,2.019666667,0.083777778,0.154444444666667,1.30700000033333,1.44200000033333,0.931333333666667,1.54600000033333,1.741666667,0.529666667,0.558666667,2.18033333366667,0.147888889,2.184666667,1.76233333366667,0
"A_d1_t30_2",2.17266666633333,1.26166666633333,0.388333333,2.40299999966667,2.48299999966667,0.764444444666667,1.06499999966667,1.901333333,2.47466666633333,0.242888888666667,0.571666666333333,1.726333333,1.144333333,2.135333333,0.547888888666667,0.021222222,2.315333333,0.275111111,0,1.80399999966667,1.501333333,1.877333333,2.048333333,1.85699999966667,1.23966666633333,0.716999999666667,1.363333333,0.294555555333333,2.301333333,2.01499999966667,0
