,Time,Soil,Values
0,1,A_AxB,0.048824720640602615
1,1,A_AxB,0.04162561401489884
2,1,A_AxB,0.06080096488175202
3,1,A_AxB,0.03700071530188742
4,1,A_AxB,0.052343794178056124
5,1,A_AxB,0.04979238115805096
6,1,A_AxB,0.04540119520992281
7,1,A_AxB,0.050970113909886705
8,1,A_AxB,0.04459001211126157
9,1,A_AxB,0.04216337597070641
10,1,A_AxB,0.03371526406418446
11,1,A_AxB,0.04350390615048194
12,1,A_AxB,0.0567183337101167
13,1,A_AxB,0.05477021063285703
14,1,A_AxB,0.04327672599563315
15,1,A_AxB,0.04930951659129723
16,1,B_AxB,0.08015046492079525
17,1,B_AxB,0.07918971220092996
18,1,B_AxB,0.08643502861633579
19,1,B_AxB,0.08488800135974095
20,1,B_AxB,0.10703939908479199
21,1,B_AxB,0.08726137712119963
22,1,B_AxB,0.10944392888575216
23,1,B_AxB,0.1027646141764682
24,1,B_AxB,0.08424178426315343
25,1,B_AxB,0.07286847353130799
26,1,B_AxB,0.10188905816759164
27,1,B_AxB,0.0890151558065938
28,1,B_AxB,0.0963082756022201
29,1,B_AxB,0.09730464280432338
30,1,B_AxB,0.10154015219947121
31,1,B_AxB,0.10608436135225341
32,5,A_AxB,0.06805776127634133
33,5,A_AxB,0.08312095161410005
34,5,A_AxB,0.08568668323460271
35,5,A_AxB,0.10012441375747283
36,5,A_AxB,0.09923507115564667
37,5,A_AxB,0.10866078038992477
38,5,A_AxB,0.10715294551901511
39,5,A_AxB,0.11635100633765572
40,5,A_AxB,0.05271799501825625
41,5,A_AxB,0.06122675896037888
42,5,A_AxB,0.05684527812073803
43,5,A_AxB,0.07231747122376808
44,5,A_AxB,0.05303381508809657
45,5,A_AxB,0.06655938517911275
46,5,A_AxB,0.06219169258248802
47,5,A_AxB,0.09778185089904645
48,5,B_AxB,0.0881846041355211
49,5,B_AxB,0.07240683546467497
50,5,B_AxB,0.10285332624820287
51,5,B_AxB,0.08143101050552293
52,5,B_AxB,0.06877897043605707
53,5,B_AxB,0.08291488686830029
54,5,B_AxB,0.0790587931362261
55,5,B_AxB,0.08393949514267529
56,5,B_AxB,0.04325779625330883
57,5,B_AxB,0.041625525562551835
58,5,B_AxB,0.05243238899465308
59,5,B_AxB,0.06273133102454631
60,5,B_AxB,0.04868507324997451
61,5,B_AxB,0.0338960763123074
62,5,B_AxB,0.0394992292608195
63,5,B_AxB,0.041971643158887684
64,15,A_AxB,0.10095910824527587
65,15,A_AxB,0.10336902930869707
66,15,A_AxB,0.08310477052312326
67,15,A_AxB,0.07525294908531055
68,15,A_AxB,0.08089468873852979
69,15,A_AxB,0.0922610907333472
70,15,A_AxB,0.08457134720530302
71,15,A_AxB,0.09711455989588347
72,15,A_AxB,0.09950209024723755
73,15,A_AxB,0.12051228883511766
74,15,A_AxB,0.11545138326114746
75,15,A_AxB,0.1080979394124082
76,15,A_AxB,0.07707550405441943
77,15,A_AxB,0.0727913449643749
78,15,A_AxB,0.07677401824051655
79,15,A_AxB,0.06577656285998168
80,15,B_AxB,0.11319616929320897
81,15,B_AxB,0.10638190430847994
82,15,B_AxB,0.08542617787240114
83,15,B_AxB,0.0794175126215455
84,15,B_AxB,0.11506600623085772
85,15,B_AxB,0.10636982645819137
86,15,B_AxB,0.06500771236247715
87,15,B_AxB,0.07637878824999433
88,15,B_AxB,0.15893095527661694
89,15,B_AxB,0.136838998311691
90,15,B_AxB,0.11108580462230677
91,15,B_AxB,0.12195306476439516
92,15,B_AxB,0.0912489389276292
93,15,B_AxB,0.08237639835739452
94,15,B_AxB,0.06111491403845215
95,15,B_AxB,0.06461260763402865
96,30,A_AxB,0.09312385817967128
97,30,A_AxB,0.07083049138791397
98,30,A_AxB,0.053296861302652876
99,30,A_AxB,0.0684400156398497
100,30,A_AxB,0.07700710448521642
101,30,A_AxB,0.0640338566638643
102,30,A_AxB,0.05341549758491948
103,30,A_AxB,0.05899112433611864
104,30,A_AxB,0.1262504504654557
105,30,A_AxB,0.10417804638760342
106,30,A_AxB,0.0923570486407681
107,30,A_AxB,0.0978616580232039
108,30,A_AxB,0.1297661513094449
109,30,A_AxB,0.10280283557177317
110,30,A_AxB,0.06870075018280075
111,30,A_AxB,0.09523557615149347
112,30,B_AxB,0.11748718464637131
113,30,B_AxB,0.17805595145054354
114,30,B_AxB,0.15236515964122221
115,30,B_AxB,0.11963152538602972
116,30,B_AxB,0.14380747642825087
117,30,B_AxB,0.18121502096452047
118,30,B_AxB,0.16363944348351345
119,30,B_AxB,0.11956063352672064
120,30,B_AxB,0.11783222721501352
121,30,B_AxB,0.08185000749262072
122,30,B_AxB,0.09562944038257803
123,30,B_AxB,0.09564131696199119
124,30,B_AxB,0.09910040096959116
125,30,B_AxB,0.10808895794112094
126,30,B_AxB,0.07286572766246235
127,30,B_AxB,0.07476369034654651
