,Time,A_AxB,B_AxB
0,1,0.04717542778259975,0.09290152688080805
1,5,0.08069149127229026,0.06397918660963936
2,15,0.0908442922256671,0.09846286120810441
3,30,0.08476820789454688,0.12009588528119354
