,Time,A_AxB,B_AxB
0,1,0.26305644415582097,0.12241021706012364
1,5,0.23752777161578192,0.12484384580075349
2,15,0.3000788426184482,0.1685075847271933
3,30,0.219891701439949,0.19985211656329696
