,Time,A_AxB,B_AxB
0,1,0.1162126021794915,0.036944919654527085
1,5,0.09161428659199325,0.03901135544291193
2,15,0.15198885082630467,0.058720670705795654
3,30,0.08995769571459056,0.07165128165987834
