,Time,A_AxC,C_AxC
0,1,0.06750980086800193,0.02409734981412804
1,5,0.10760061400568935,0.022307670668858866
2,15,0.0915781993678414,0.018311976044143377
3,30,0.10260104445720039,0.011450536147002054
