,Time,A_AxC,C_AxC
0,1,0.18520741421208564,0.10970119750587295
1,5,0.2340114280182936,0.10341820936044904
2,15,0.22421084914159461,0.09987951902584731
3,30,0.23622844502934845,0.08357546488166102
