,Time,A_AxC,C_AxC
0,1,0.016129032258064516,0.008064516129032258
1,5,0.08870967741935484,0.016129032258064516
2,15,0.03635752688172043,0.028696236559139783
3,30,0.05255376344086021,0.012096774193548387
