,Time,Soil,Values
0,1,B_BxC,4.17224334986749
1,1,B_BxC,4.026062910075451
2,1,B_BxC,4.161822772673151
3,1,B_BxC,4.118503982740825
4,1,B_BxC,3.9899735871614443
5,1,B_BxC,4.050050089613076
6,1,B_BxC,4.12598272498904
7,1,B_BxC,4.074985290877231
8,1,B_BxC,3.794378634582154
9,1,B_BxC,3.8115492163055733
10,1,B_BxC,3.9399440914960535
11,1,B_BxC,3.7971685953047873
12,1,B_BxC,3.854147528907769
13,1,B_BxC,3.762482834993673
14,1,B_BxC,3.9052668505838075
15,1,B_BxC,3.9435186710601737
16,1,C_BxC,2.8765928425843375
17,1,C_BxC,2.9448389873497667
18,1,C_BxC,3.057131700578012
19,1,C_BxC,2.7647334968351314
20,1,C_BxC,2.698327591392685
21,1,C_BxC,2.9580397784991423
22,1,C_BxC,2.793535264154
23,1,C_BxC,2.5478102534807965
24,1,C_BxC,2.3757719444878886
25,1,C_BxC,2.7001990909562035
26,1,C_BxC,2.4523726153605705
27,1,C_BxC,2.4322540529328873
28,1,C_BxC,2.6559016050990585
29,1,C_BxC,3.2079695071744148
30,1,C_BxC,2.825833053597272
31,1,C_BxC,2.9159602774062847
32,5,B_BxC,3.2819397722204844
33,5,B_BxC,3.428509508018673
34,5,B_BxC,3.315180756227833
35,5,B_BxC,3.265919285600815
36,5,B_BxC,3.203537038033982
37,5,B_BxC,3.4604288264411216
38,5,B_BxC,3.34869428920939
39,5,B_BxC,3.3307634590843547
40,5,B_BxC,3.4865410114554938
41,5,B_BxC,3.6276428068213176
42,5,B_BxC,3.550388508027571
43,5,B_BxC,3.4454646682455543
44,5,B_BxC,3.260782302069751
45,5,B_BxC,3.40983052620094
46,5,B_BxC,3.415226265328908
47,5,B_BxC,3.201500689613685
48,5,C_BxC,3.1838932191484877
49,5,C_BxC,2.620104365406341
50,5,C_BxC,3.080151642684047
51,5,C_BxC,3.7483459453868635
52,5,C_BxC,2.9765056729068116
53,5,C_BxC,2.831934240518402
54,5,C_BxC,3.0833625198447763
55,5,C_BxC,3.8128108693513734
56,5,C_BxC,3.810592778605513
57,5,C_BxC,3.3502040233472967
58,5,C_BxC,3.7857604097713033
59,5,C_BxC,4.1873231030894535
60,5,C_BxC,2.813661969420271
61,5,C_BxC,2.3299998598427405
62,5,C_BxC,2.923850786027322
63,5,C_BxC,3.3885567576732862
64,15,B_BxC,4.04037974970334
65,15,B_BxC,3.713828717320183
66,15,B_BxC,4.019369793822494
67,15,B_BxC,3.959002554257883
68,15,B_BxC,4.7299054680912125
69,15,B_BxC,4.722726071933056
70,15,B_BxC,4.352543421529954
71,15,B_BxC,4.537030771946216
72,15,B_BxC,4.219645310981778
73,15,B_BxC,4.204967299865563
74,15,B_BxC,4.0843478395422395
75,15,B_BxC,4.083884615798353
76,15,B_BxC,4.441871264838283
77,15,B_BxC,4.687557288584084
78,15,B_BxC,4.340666199017182
79,15,B_BxC,4.215630228723101
80,15,C_BxC,1.9394603965020991
81,15,C_BxC,2.1996090056247657
82,15,C_BxC,2.704822677434406
83,15,C_BxC,2.0779606992638473
84,15,C_BxC,2.185715443887793
85,15,C_BxC,2.226289114705299
86,15,C_BxC,3.144560237979186
87,15,C_BxC,2.587923728037032
88,15,C_BxC,2.735166681086232
89,15,C_BxC,2.694527539400226
90,15,C_BxC,1.601646656029966
91,15,C_BxC,2.4621134554060102
92,15,C_BxC,2.7705039872280137
93,15,C_BxC,3.0482930149156107
94,15,C_BxC,2.1677093276247104
95,15,C_BxC,2.55066187742311
96,30,B_BxC,5.066588215036853
97,30,B_BxC,4.8054227283718145
98,30,B_BxC,5.723610363414706
99,30,B_BxC,5.184077594634525
100,30,B_BxC,5.197017178242342
101,30,B_BxC,5.217503670871311
102,30,B_BxC,5.5459660113514575
103,30,B_BxC,5.194477614466578
104,30,B_BxC,6.238018850620044
105,30,B_BxC,6.199949872408608
106,30,B_BxC,7.328525675176514
107,30,B_BxC,6.842277859307594
108,30,B_BxC,6.177221237579151
109,30,B_BxC,5.846279675881006
110,30,B_BxC,7.306159054610686
111,30,B_BxC,6.677632672461313
112,30,C_BxC,3.337479022043605
113,30,C_BxC,2.6696746587444835
114,30,C_BxC,4.16837305222703
115,30,C_BxC,3.781034122061526
116,30,C_BxC,2.778756635193478
117,30,C_BxC,2.606062483148943
118,30,C_BxC,3.81640865230768
119,30,C_BxC,3.592950224563612
120,30,C_BxC,2.7206161952997876
121,30,C_BxC,2.451294790955029
122,30,C_BxC,3.661870187384099
123,30,C_BxC,3.6240480951488223
124,30,C_BxC,3.296090906991514
125,30,C_BxC,2.811362484423364
126,30,C_BxC,4.382163609651645
127,30,C_BxC,4.075538149657453
