,Time,B_BxC,C_BxC
0,1,0.17214684217682505,0.1292961631690007
1,5,0.13200970785624097,0.14914798948896016
2,15,0.19024430364488906,0.09480824291871104
3,30,0.2450458411684108,0.11713750114528954
