,Time,B_BxC,C_BxC
0,1,0.0553966951038176,0.031295004143256214
1,5,0.040570307842396076,0.03856086772879642
2,15,0.0764942423987493,0.024452684017014704
3,30,0.1203547044860971,0.032028668616638195
