,Time,A_AxC,C_AxC
0,1,0.03389974429718892,0.044802349101696205
1,5,0.06511599992075244,0.016369489589437604
2,15,0.36785206246975444,0.3371362026884225
3,30,0.11322847064970507,0.020876537810940374
