,Time,A_AxC,C_AxC
0,1,0.8644897692203237,0.5553760560380033
1,5,0.7714221628719389,0.5682801105986517
2,15,0.8181259284947131,0.5680305384176744
3,30,0.8085451421802119,0.591912953294908
