,Time,A_AxC,C_AxC
0,1,2549.1025842380027,1623.5912244580597
1,5,2508.2524293246174,1336.9229503214242
2,15,2757.5996357291488,1537.4141923509114
3,30,2674.401285641895,1214.0364232238746
