,Time,A_AxB,B_AxB
0,1,0.15484721295619372,0.1729581259724505
1,5,0.11895628695189087,0.09639396600837317
2,15,0.21240945203211353,0.19284854844880495
3,30,0.12059424699458092,0.17198181302697146
