,Time,A_AxC,C_AxC
0,1,0.9060192209550072,0.527137815935281
1,5,0.8882108095395745,0.524191272000319
2,15,0.8794428278660374,0.5622919525829023
3,30,0.9090579469521616,0.5473315983157332
