,Time,A_AxC,C_AxC
0,1,0.5341550758134247,0.09780253165561922
1,5,0.4251817547631699,0.05660230397620195
2,15,0.46691856638115997,0.07390357028895583
3,30,0.4955726026293492,0.06423607898030931
