,Time,A_AxC,C_AxC
0,1,0.30280853012004505,0.11111339435452602
1,5,0.26912013501066034,0.09788336153657036
2,15,0.3026081949520524,0.16622738310469573
3,30,0.25981625279904813,0.17814622734215238
