,Time,A_AxC,C_AxC
0,1,0.10750432397930912,0.02504351085659614
1,5,0.07599651805825719,0.015982901405234947
2,15,0.09061618812300494,0.040239285239779383
3,30,0.06616308328040875,0.03792825043217499
