,Time,A_AxC,C_AxC
0,1,0.7073820969508252,0.3173371834899287
1,5,0.6910170881553195,0.31097092989507347
2,15,0.6962668099152806,0.34525565165162353
3,30,0.716774821409625,0.3166213452936565
