,Time,A_AxB,B_AxB
0,1,0.5435271821368652,0.4281248473205504
1,5,0.5275604625529041,0.4807865807981277
2,15,0.5221175310827846,0.5295196259903687
3,30,0.5220203696301992,0.5299092005708242
