,Time,B_BxC,C_BxC
0,1,0.08287166236103584,0.028223765157879215
1,5,0.06303132003804551,0.034829454764581616
2,15,0.06853052445708506,0.012827536048848613
3,30,0.08309261888858216,0.018708288431964325
