,Time,B_BxC,C_BxC
0,1,0.7240243486186461,0.332322371624439
1,5,0.7310348328399079,0.36214221252704343
2,15,0.7331583986561436,0.34010684019033266
3,30,0.7591911246154335,0.3225789797994827
