,Time,A_AxC,C_AxC
0,1,0.5221648317367582,0.18293496128750286
1,5,0.5618393005520909,0.18530456694077418
2,15,0.5279766576570288,0.13549643832212868
3,30,0.5652729935389005,0.10350199854202403
