,Time,A_AxC,C_AxC
0,1,0.6682828569952791,0.3816840673500122
1,5,0.6748719480766447,0.3731280197580992
2,15,0.6757178241119172,0.3512762334151878
3,30,0.6744603325775634,0.3418013040938655
