,Time,A_AxC,C_AxC
0,1,0.13893560990364878,0.014330014001022968
1,5,0.12966084686804366,0.021480584147837364
2,15,0.1711743439356897,0.01929951830914619
3,30,0.15047801416125603,0.03737667774738325
