,Time,A_AxB,B_AxB
0,1,0.7692544730130867,0.6394305025619024
1,5,0.7544332604076132,0.6311237385514982
2,15,0.6975714911374382,0.7131328620965731
3,30,0.7302975753811034,0.7338813101583681
