,Time,A_AxB,B_AxB
0,1,0.38628272967140764,0.1948859510959434
1,5,0.40264800838397724,0.18654745900591355
2,15,0.28998975294228024,0.30662576355517523
3,30,0.3262543185686554,0.3320568342399659
