,Time,A_AxB,B_AxB
0,1,0.594525940847048,0.39780616987758416
1,5,0.5973666675237819,0.3926078484017657
2,15,0.5370355824287627,0.47900250541247846
3,30,0.5607910873081489,0.4991355123270467
