,Time,B_BxC,C_BxC
0,1,0.7906712777807576,0.15795094396526865
1,5,0.7699375045233903,0.13552298025198467
2,15,0.7812665600082425,0.155477852505715
3,30,0.7912305874996752,0.14672427663021437
