,Time,B_BxC,C_BxC
0,1,0.9032953940149689,0.5804422025380573
1,5,0.9007684457762439,0.5848989620579055
2,15,0.8969779181690554,0.5507520285919328
3,30,0.904308428384815,0.5559038961666232
