,Time,B_BxC,C_BxC
0,1,0.8023979662448248,0.057727429597136365
1,5,0.8104350604964281,0.09659874102996605
2,15,0.823249531462633,0.06761204213666049
3,30,0.8598880005347791,0.05383595510626672
