,Time,B_BxC,C_BxC
0,1,0.8907543172992471,0.5529543800744743
1,5,0.904082033935834,0.5670121651627401
2,15,0.9009818208128413,0.5541020103562508
3,30,0.9320533819402832,0.5435228648989443
