,Time,A_AxB,B_AxB
0,1,0.6611325860336515,0.681364910487106
1,5,0.6108811085637328,0.7167820553364904
2,15,0.6390846603531837,0.7547278883378457
3,30,0.6500821019073608,0.783900521300996
