,Time,A_AxB,B_AxB
0,1,0.478505904067904,0.4805747769794429
1,5,0.4468296195528559,0.5287927841947258
2,15,0.46046414127380253,0.5597620249400768
3,30,0.45823793236051447,0.5769391207936299
