,Time,A_AxB,B_AxB
0,1,0.22080179625891483,0.3157404217314175
1,5,0.18188734468336762,0.4067938518395658
2,15,0.17221011278301246,0.4985065699738043
3,30,0.16370136202711918,0.516742132747862
