,Time,A_AxB,B_AxB
0,1,1474.1178208072406,1376.564127524015
1,5,1363.711573169333,1619.1904231820422
2,15,1559.14837372019,1959.9711136146263
3,30,1563.0459697191077,2160.5835103612935
