,Time,A_AxB,B_AxB
0,1,0.1550108150909275,0.12928474191204273
1,5,0.13050501852654806,0.18408133641350807
2,15,0.3771203842279645,0.18825958668428744
3,30,0.2930482295422475,0.4173713485408399
