,Time,B_BxC,C_BxC
0,1,0.729863934050474,0.3637229727446151
1,5,0.7279010488881897,0.3679104611946873
2,15,0.7309078297144352,0.3592744330411887
3,30,0.7306442084691279,0.3618356875848798
