,Time,B_BxC,C_BxC
0,1,0.07297190822765318,0.022356395593851577
1,5,0.11497587301145579,0.028100367762692504
2,15,0.10480697846528675,0.04598320446397504
3,30,0.10263697805536513,0.032718165619217074
