"","AG","BG","BX","CBH","LAP","NAG","PHOS","SUL"
"BxC_d1_T15_3","101.55902","143.99125"," 24.29923"," 12.60216"," 78.71953","113.67363","308.03852"," 14.30689"
"BxC_d1_T15_4","162.28996","156.73675"," 14.98458"," 16.07936"," 70.74703"," 90.03616","289.38892"," 12.28125"
"BxC_d1_T15_5","155.715618","152.016979"," 26.359985","  5.441581"," 62.719212"," 99.002770","347.513431"," 10.762006"
"BxC_d1_T1_1"," 69.78831","157.00412","  0.00000"," 33.59755"," 21.23042","114.06218","268.42572"," 18.67244"
"BxC_d1_T1_2"," 65.17093","166.84714","  0.00000"," 34.37846"," 29.43393"," 88.93594","260.23914"," 15.34588"
"BxC_d1_T1_3"," 79.94193","165.94007"," 24.98139"," 55.83367"," 43.88377","100.86876","345.14236"," 18.24585"
"BxC_d1_T1_4"," 59.12915","171.47714","  3.98489"," 20.17502"," 42.06939"," 87.40151","264.62155"," 17.31872"
"BxC_d1_T1_5","134.93715","179.03693"," 10.92267"," 32.93330","119.35205","106.52097","364.75410"," 18.16790"
"BxC_d1_T30_1"," 55.73813","180.81927"," 30.60861"," 93.82124","181.12268"," 94.00998","317.40061"," 10.63009"
"BxC_d1_T30_2"," 29.08776","168.08692"," 29.00159"," 66.45682","120.81753"," 85.04824","308.51555"," 11.15634"
"BxC_d1_T30_3"," 55.025270","194.008997"," 35.238535"," 65.868707","102.468396"," 86.396713","301.296601","  9.161914"
"BxC_d1_T30_4"," 42.969410","187.599010"," 69.115687"," 64.869221"," 86.476910","134.629872","366.343995","  9.651559"
"BxC_d1_T30_5"," 58.972728","171.403454"," 75.053926"," 49.990669","161.556188","119.354802","353.486029","  9.174527"
"BxC_d1_T5_1","116.67332","135.13157"," 67.89214"," 24.54830","185.22061","127.08603","299.30587"," 15.87315"
"BxC_d1_T5_2","145.17970","207.31354"," 34.79536"," 40.64738","101.10009","134.98937","327.30562"," 17.21918"
"BxC_d1_T5_3"," 97.45282","189.01024"," 33.12690"," 32.30308"," 57.09787","137.95601","264.62927"," 15.13230"
"BxC_d1_T5_4","139.53923","172.63585"," 73.45997"," 58.60229","158.00739","121.38415","288.65857"," 14.14478"
"BxC_d1_T5_5","110.56059","183.44755"," 48.43536"," 32.91993","100.01746","104.20798","294.10022"," 16.24240"
"C_d1_T15_1"," 47.94032","162.67846"," 67.97698"," 58.59352","218.45351","122.76251","435.49191"," 16.28716"
"C_d1_T15_2","  2.878915","211.414633"," 43.831110"," 66.017276"," 73.891646","111.531378","415.860759"," 15.572577"
"C_d1_T15_3","132.23238","242.20434"," 68.64671"," 64.24681","109.43614","123.16658","422.33567"," 14.32509"
"C_d1_T15_4","239.18700","270.18853"," 87.40610","104.74663","217.19598","160.05142","492.17435"," 15.32267"
"C_d1_T15_5","167.88098","193.11418"," 98.28540"," 90.90067","218.48974","125.38064","393.27915"," 18.38349"
"C_d1_T1_1"," 98.156980","195.612886","  6.228912"," 58.521662","145.020339","158.848091","466.105497"," 24.093843"
"C_d1_T1_2","156.60904","220.80786"," 10.15899"," 59.22234","179.15913","176.89517","463.85691"," 24.44736"
"C_d1_T1_3"," 54.18212","255.05125"," 11.48124"," 49.12396"," 52.52723","173.15735","398.73421"," 24.40159"
"C_d1_T1_4"," 43.27967","241.90962","  7.83458"," 68.77549"," 51.46304","157.66860","389.38314"," 25.02305"
"C_d1_T1_5","216.31366","242.84474"," 39.15410"," 65.35883","168.57025","187.67301","450.87128"," 23.63971"
"C_d1_T30_1","120.60044","319.13300"," 26.67298"," 27.75769","128.01743","136.48550","651.23223"," 28.33433"
"C_d1_T30_2","197.20508","203.38040"," 19.18001"," 34.23995","193.98012","135.74260","534.28153"," 19.60910"
"C_d1_T30_3","113.47106","236.79375"," 48.52966"," 29.36848","215.73223","121.53650","529.39102"," 20.65468"
"C_d1_T30_4"," 80.57283","169.74872"," 28.19188"," 33.37886"," 87.08067","124.57876","460.70185"," 21.48072"
"C_d1_T30_5","126.43536","214.48297"," 29.12985"," 23.30390"," 90.86772","158.87485","410.05254"," 16.88530"
"C_d1_T5_1","108.32912","184.84922"," 42.09920"," 38.90565","188.42378","149.21183","409.60449"," 20.69937"
"C_d1_T5_2"," 85.36074","207.82645","  0.00000"," 41.87592"," 65.11152","155.02239","386.93189"," 16.95104"
"C_d1_T5_3","106.88557","255.58296"," 84.43588"," 37.79714","216.92436","161.60861","497.07952"," 25.34734"
"C_d1_T5_4","129.43724","270.10975"," 49.28447"," 38.13806"," 77.34959","140.81033","507.72727"," 20.46911"
"C_d1_T5_5","111.83534","225.57216"," 58.04257"," 31.99103","168.56051","160.15503","433.56090"," 25.97678"
