,Time,B_BxC,C_BxC
0,1,0.19847619534959268,0.11752989713179143
1,5,0.24859291406992817,0.11231971743274573
2,15,0.29412175382677724,0.17884563503359416
3,30,0.2662015722201334,0.14621571805984737
