,Time,B_BxC,C_BxC
0,1,0.10959318096851603,0.023851424507309073
1,5,0.10961940519850674,0.030171308261874502
2,15,0.1226117308875343,0.03551886286491074
3,30,0.1437738408480542,0.01840494401882648
